	NR	NRName	CID	EC50
9464	NR2B2	RXR_beta	4076	1.6
3534	NR1H4	FXR	5729	1.603
582	NR1H2	LXR_beta	8739	1.61
4998	NR1C2	PPAR_delta	2665	1.61
5086	NR1C2	PPAR_delta	6490	1.61
5977	NR1C3	PPAR_gamma	2705	1.61
6726	NR1C3	PPAR_gamma	4523	1.61
7734	NR1C3	PPAR_gamma	8099	1.615
6667	NR1C3	PPAR_gamma	4464	1.62
7374	NR1C3	PPAR_gamma	7088	1.63
5282	NR1C2	PPAR_delta	6686	1.63
2500	NR1C1	PPAR_alpha	9092	1.632
3894	NR1H3	LXR_alpha	10238	1.633
357	NR1H2	LXR_beta	7965	1.65
2232	NR1C1	PPAR_alpha	7700	1.65
6003	NR1C3	PPAR_gamma	2731	1.65
6376	NR1C3	PPAR_gamma	3104	1.65
588	NR1H2	LXR_beta	8745	1.66
5088	NR1C2	PPAR_delta	6492	1.66
8383	NR1C3	PPAR_gamma	9725	1.66
6054	NR1C3	PPAR_gamma	2782	1.67
1103	NR1C1	PPAR_alpha	3779	1.67
6705	NR1C3	PPAR_gamma	4502	1.67
3985	NR1H3	LXR_alpha	10329	1.68
8376	NR1C3	PPAR_gamma	9718	1.688
2552	NR1C1	PPAR_alpha	9144	1.69
6904	NR1C3	PPAR_gamma	4701	1.692
222	NR1H2	LXR_beta	5553	1.7
597	NR1H2	LXR_beta	8754	1.7
794	NR1H2	LXR_beta	8951	1.7
1903	NR1C1	PPAR_alpha	7371	1.7
2797	NR1C1	PPAR_alpha	9389	1.7
2805	NR1C1	PPAR_alpha	9397	1.7
4051	NR1H3	LXR_alpha	10395	1.7
4840	NR1C2	PPAR_delta	2507	1.7
5069	NR1C2	PPAR_delta	6473	1.7
5094	NR1C2	PPAR_delta	6498	1.7
5325	NR1C2	PPAR_delta	6729	1.7
5799	NR1C3	PPAR_gamma	1973	1.7
6097	NR1C3	PPAR_gamma	2825	1.7
6236	NR1C3	PPAR_gamma	2964	1.7
6863	NR1C3	PPAR_gamma	4660	1.7
6980	NR1C3	PPAR_gamma	4777	1.7
7872	NR1C3	PPAR_gamma	8237	1.7
7889	NR1C3	PPAR_gamma	8254	1.7
8171	NR1C3	PPAR_gamma	9513	1.7
8348	NR1C3	PPAR_gamma	9690	1.71
1768	NR1C1	PPAR_alpha	5323	1.72
3312	NR1C1	PPAR_alpha	11163	1.72
4983	NR1C2	PPAR_delta	2650	1.72
2762	NR1C1	PPAR_alpha	9354	1.73
5043	NR1C2	PPAR_delta	6447	1.74
6663	NR1C3	PPAR_gamma	4460	1.74
255	NR1H2	LXR_beta	5586	1.75
2834	NR1C1	PPAR_alpha	9426	1.75
1723	NR1C1	PPAR_alpha	5278	1.76
3267	NR1C1	PPAR_alpha	11118	1.76
1141	NR1C1	PPAR_alpha	3817	1.772
6292	NR1C3	PPAR_gamma	3020	1.776
246	NR1H2	LXR_beta	5577	1.78
259	NR1H2	LXR_beta	5590	1.78
3	NR1I2	PXR	4873	1.8
41	NR1I2	PXR	10731	1.8
263	NR1H2	LXR_beta	5594	1.8
1388	NR1C1	PPAR_alpha	4943	1.8
1433	NR1C1	PPAR_alpha	4988	1.8
2273	NR1C1	PPAR_alpha	7741	1.8
2836	NR1C1	PPAR_alpha	9428	1.8
3011	NR1C1	PPAR_alpha	10862	1.8
4284	NR1C2	PPAR_delta	1606	1.8
4363	NR1C2	PPAR_delta	1685	1.8
4729	NR1C2	PPAR_delta	2396	1.8
5078	NR1C2	PPAR_delta	6482	1.8
5614	NR1C2	PPAR_delta	7865	1.8
6524	NR1C3	PPAR_gamma	4321	1.8
6533	NR1C3	PPAR_gamma	4330	1.8
6543	NR1C3	PPAR_gamma	4340	1.8
6948	NR1C3	PPAR_gamma	4745	1.8
7066	NR1C3	PPAR_gamma	4863	1.8
7661	NR1C3	PPAR_gamma	8026	1.8
8130	NR1C3	PPAR_gamma	8495	1.8
8155	NR1C3	PPAR_gamma	8520	1.8
695	NR1H2	LXR_beta	8852	1.81
221	NR1H2	LXR_beta	5552	1.81
402	NR1H2	LXR_beta	8559	1.81
3893	NR1H3	LXR_alpha	10237	1.81
7352	NR1C3	PPAR_gamma	7066	1.81
888	NR1C1	PPAR_alpha	3564	1.819
7026	NR1C3	PPAR_gamma	4823	1.82
9027	NR2B1	RXR_alpha	6073	1.82
2508	NR1C1	PPAR_alpha	9100	1.84
6714	NR1C3	PPAR_gamma	4511	1.85
599	NR1H2	LXR_beta	8756	1.86
3562	NR1H4	FXR	5757	1.86
8027	NR1C3	PPAR_gamma	8392	1.86
5415	NR1C2	PPAR_delta	6819	1.87
5866	NR1C3	PPAR_gamma	2040	1.87
5154	NR1C2	PPAR_delta	6558	1.878
928	NR1C1	PPAR_alpha	3604	1.88
8232	NR1C3	PPAR_gamma	9574	1.88
1904	NR1C1	PPAR_alpha	7372	1.887
4512	NR1C2	PPAR_delta	2179	1.888
9102	NR2B1	RXR_alpha	6148	1.888
1777	NR1C1	PPAR_alpha	5332	1.89
2551	NR1C1	PPAR_alpha	9143	1.89
3320	NR1C1	PPAR_alpha	11171	1.89
4533	NR1C2	PPAR_delta	2200	1.89
6689	NR1C3	PPAR_gamma	4486	1.89
6736	NR1C3	PPAR_gamma	4533	1.89
2282	NR1C1	PPAR_alpha	7750	1.9
2772	NR1C1	PPAR_alpha	9364	1.9
3551	NR1H4	FXR	5746	1.9
4140	NR1H3	LXR_alpha	10484	1.9
4185	NR1H3	LXR_alpha	10529	1.9
4188	NR1H3	LXR_alpha	10532	1.9
4234	NR1H3	LXR_alpha	10578	1.9
4282	NR1C2	PPAR_delta	1604	1.9
4360	NR1C2	PPAR_delta	1682	1.9
4625	NR1C2	PPAR_delta	2292	1.9
4724	NR1C2	PPAR_delta	2391	1.9
5084	NR1C2	PPAR_delta	6488	1.9
5087	NR1C2	PPAR_delta	6491	1.9
5324	NR1C2	PPAR_delta	6728	1.9
5612	NR1C2	PPAR_delta	7863	1.9
5805	NR1C3	PPAR_gamma	1979	1.9
6842	NR1C3	PPAR_gamma	4639	1.9
6954	NR1C3	PPAR_gamma	4751	1.9
6976	NR1C3	PPAR_gamma	4773	1.9
7373	NR1C3	PPAR_gamma	7087	1.9
7743	NR1C3	PPAR_gamma	8108	1.9
9239	NR2B3	RXR_gamma	4293	1.9
9454	NR2B2	RXR_beta	4066	1.9
9460	NR2B2	RXR_beta	4072	1.9
2778	NR1C1	PPAR_alpha	9370	1.91
1365	NR1C1	PPAR_alpha	4920	1.92
2057	NR1C1	PPAR_alpha	7525	1.92
2938	NR1C1	PPAR_alpha	10764	1.92
2962	NR1C1	PPAR_alpha	10813	1.92
4365	NR1C2	PPAR_delta	1687	1.92
2599	NR1C1	PPAR_alpha	9191	1.94
4979	NR1C2	PPAR_delta	2646	1.97
4966	NR1C2	PPAR_delta	2633	1.975
9474	NR2B2	RXR_beta	4086	1.976
9614	NR2B2	RXR_beta	4226	1.979
6504	NR1C3	PPAR_gamma	3232	1.98
7263	NR1C3	PPAR_gamma	6425	1.981
6505	NR1C3	PPAR_gamma	3233	1.99
868	NR1C1	PPAR_alpha	3544	1.99
5234	NR1C2	PPAR_delta	6638	1.995
5570	NR1C2	PPAR_delta	6974	1.995
5583	NR1C2	PPAR_delta	6987	1.995
9507	NR2B2	RXR_beta	4119	1.995
9573	NR2B2	RXR_beta	4185	1.995
3669	NR1H4	FXR	5864	2
4114	NR1H3	LXR_alpha	10458	2
286	NR1H2	LXR_beta	5617	2
1282	NR1C1	PPAR_alpha	3958	2
1534	NR1C1	PPAR_alpha	5089	2
2150	NR1C1	PPAR_alpha	7618	2
2819	NR1C1	PPAR_alpha	9411	2
3084	NR1C1	PPAR_alpha	10935	2
3751	NR1H4	FXR	5946	2
4294	NR1C2	PPAR_delta	1616	2
4513	NR1C2	PPAR_delta	2180	2
4599	NR1C2	PPAR_delta	2266	2
4602	NR1C2	PPAR_delta	2269	2
4742	NR1C2	PPAR_delta	2409	2
5081	NR1C2	PPAR_delta	6485	2
5098	NR1C2	PPAR_delta	6502	2
5298	NR1C2	PPAR_delta	6702	2
5301	NR1C2	PPAR_delta	6705	2
5332	NR1C2	PPAR_delta	6736	2
5534	NR1C2	PPAR_delta	6938	2
5820	NR1C3	PPAR_gamma	1994	2
5824	NR1C3	PPAR_gamma	1998	2
5928	NR1C3	PPAR_gamma	2102	2
6302	NR1C3	PPAR_gamma	3030	2
6489	NR1C3	PPAR_gamma	3217	2
6548	NR1C3	PPAR_gamma	4345	2
6781	NR1C3	PPAR_gamma	4578	2
6977	NR1C3	PPAR_gamma	4774	2
7663	NR1C3	PPAR_gamma	8028	2
7835	NR1C3	PPAR_gamma	8200	2
7845	NR1C3	PPAR_gamma	8210	2
7899	NR1C3	PPAR_gamma	8264	2
8285	NR1C3	PPAR_gamma	9627	2
8328	NR1C3	PPAR_gamma	9670	2
9543	NR2B2	RXR_beta	4155	2
8794	NR2B1	RXR_alpha	3369	2.007
9503	NR2B2	RXR_beta	4115	2.009
9569	NR2B2	RXR_beta	4181	2.009
9031	NR2B1	RXR_alpha	6077	2.019
9099	NR2B1	RXR_alpha	6145	2.019
3560	NR1H4	FXR	5755	2.04
8338	NR1C3	PPAR_gamma	9680	2.04
5291	NR1C2	PPAR_delta	6695	2.05
7975	NR1C3	PPAR_gamma	8340	2.05
1142	NR1C1	PPAR_alpha	3818	2.053
5270	NR1C2	PPAR_delta	6674	2.06
6697	NR1C3	PPAR_gamma	4494	2.06
1094	NR1C1	PPAR_alpha	3770	2.067
5687	NR1C3	PPAR_gamma	1861	2.07
6125	NR1C3	PPAR_gamma	2853	2.07
6747	NR1C3	PPAR_gamma	4544	2.07
1353	NR1C1	PPAR_alpha	4029	2.078
2714	NR1C1	PPAR_alpha	9306	2.08
3837	NR1H3	LXR_alpha	7925	2.08
4652	NR1C2	PPAR_delta	2319	2.08
384	NR1H2	LXR_beta	8541	2.1
392	NR1H2	LXR_beta	8549	2.1
1795	NR1C1	PPAR_alpha	5350	2.1
3338	NR1C1	PPAR_alpha	11189	2.1
3501	NR1H4	FXR	5696	2.1
4145	NR1H3	LXR_alpha	10489	2.1
4163	NR1H3	LXR_alpha	10507	2.1
4732	NR1C2	PPAR_delta	2399	2.1
5126	NR1C2	PPAR_delta	6530	2.1
5615	NR1C2	PPAR_delta	7866	2.1
6542	NR1C3	PPAR_gamma	4339	2.1
6549	NR1C3	PPAR_gamma	4346	2.1
6838	NR1C3	PPAR_gamma	4635	2.1
3860	NR1H3	LXR_alpha	10204	2.102
7974	NR1C3	PPAR_gamma	8339	2.11
2231	NR1C1	PPAR_alpha	7699	2.12
5689	NR1C3	PPAR_gamma	1863	2.12
6123	NR1C3	PPAR_gamma	2851	2.12
4752	NR1C2	PPAR_delta	2419	2.13
6688	NR1C3	PPAR_gamma	4485	2.15
926	NR1C1	PPAR_alpha	3602	2.152
6874	NR1C3	PPAR_gamma	4671	2.16
7369	NR1C3	PPAR_gamma	7083	2.16
5278	NR1C2	PPAR_delta	6682	2.165
3839	NR1H3	LXR_alpha	7927	2.17
4653	NR1C2	PPAR_delta	2320	2.17
600	NR1H2	LXR_beta	8757	2.18
2707	NR1C1	PPAR_alpha	9299	2.18
3836	NR1H3	LXR_alpha	7924	2.18
9355	NR2B3	RXR_gamma	10135	2.183
1826	NR1C1	PPAR_alpha	5381	2.19
3369	NR1C1	PPAR_alpha	11220	2.19
6482	NR1C3	PPAR_gamma	3210	2.19
7696	NR1C3	PPAR_gamma	8061	2.19
9249	NR2B3	RXR_gamma	4303	2.191
129	NR1H2	LXR_beta	5460	2.2
229	NR1H2	LXR_beta	5560	2.2
1307	NR1C1	PPAR_alpha	3983	2.2
1326	NR1C1	PPAR_alpha	4002	2.2
1439	NR1C1	PPAR_alpha	4994	2.2
1465	NR1C1	PPAR_alpha	5020	2.2
1593	NR1C1	PPAR_alpha	5148	2.2
2149	NR1C1	PPAR_alpha	7617	2.2
3015	NR1C1	PPAR_alpha	10866	2.2
3139	NR1C1	PPAR_alpha	10990	2.2
4176	NR1H3	LXR_alpha	10520	2.2
4189	NR1H3	LXR_alpha	10533	2.2
4595	NR1C2	PPAR_delta	2262	2.2
4596	NR1C2	PPAR_delta	2263	2.2
4727	NR1C2	PPAR_delta	2394	2.2
5208	NR1C2	PPAR_delta	6612	2.2
5349	NR1C2	PPAR_delta	6753	2.2
5619	NR1C2	PPAR_delta	7870	2.2
5998	NR1C3	PPAR_gamma	2726	2.2
6223	NR1C3	PPAR_gamma	2951	2.2
7021	NR1C3	PPAR_gamma	4818	2.2
7069	NR1C3	PPAR_gamma	4866	2.2
8308	NR1C3	PPAR_gamma	9650	2.2
8880	NR2B1	RXR_alpha	3455	2.2
9478	NR2B2	RXR_beta	4090	2.2
9505	NR2B2	RXR_beta	4117	2.201
9571	NR2B2	RXR_beta	4183	2.201
1105	NR1C1	PPAR_alpha	3781	2.204
1207	NR1C1	PPAR_alpha	3883	2.205
2252	NR1C1	PPAR_alpha	7720	2.208
4980	NR1C2	PPAR_delta	2647	2.21
6093	NR1C3	PPAR_gamma	2821	2.21
1114	NR1C1	PPAR_alpha	3790	2.224
2629	NR1C1	PPAR_alpha	9221	2.23
2719	NR1C1	PPAR_alpha	9311	2.23
5001	NR1C2	PPAR_delta	2668	2.23
6681	NR1C3	PPAR_gamma	4478	2.23
6739	NR1C3	PPAR_gamma	4536	2.23
9245	NR2B3	RXR_gamma	4299	2.246
2709	NR1C1	PPAR_alpha	9301	2.25
9502	NR2B2	RXR_beta	4114	2.25
5438	NR1C2	PPAR_delta	6842	2.26
1854	NR1C1	PPAR_alpha	5409	2.27
2754	NR1C1	PPAR_alpha	9346	2.27
3396	NR1C1	PPAR_alpha	11247	2.27
6494	NR1C3	PPAR_gamma	3222	2.27
583	NR1H2	LXR_beta	8740	2.28
7781	NR1C3	PPAR_gamma	8146	2.29
3791	NR1H4	FXR	11351	2.3
3792	NR1H4	FXR	11352	2.3
7354	NR1C3	PPAR_gamma	7068	2.3
6506	NR1C3	PPAR_gamma	3234	2.3
20	NR1I2	PXR	4890	2.3
77	NR1I2	PXR	10792	2.3
118	NR1H2	LXR_beta	5449	2.3
128	NR1H2	LXR_beta	5459	2.3
131	NR1H2	LXR_beta	5462	2.3
903	NR1C1	PPAR_alpha	3579	2.3
1380	NR1C1	PPAR_alpha	4935	2.3
1436	NR1C1	PPAR_alpha	4991	2.3
2287	NR1C1	PPAR_alpha	7755	2.3
2657	NR1C1	PPAR_alpha	9249	2.3
2976	NR1C1	PPAR_alpha	10827	2.3
3013	NR1C1	PPAR_alpha	10864	2.3
3838	NR1H3	LXR_alpha	7926	2.3
4172	NR1H3	LXR_alpha	10516	2.3
4230	NR1H3	LXR_alpha	10574	2.3
4505	NR1C2	PPAR_delta	2172	2.3
4954	NR1C2	PPAR_delta	2621	2.3
5082	NR1C2	PPAR_delta	6486	2.3
6706	NR1C3	PPAR_gamma	4503	2.3
6797	NR1C3	PPAR_gamma	4594	2.3
6858	NR1C3	PPAR_gamma	4655	2.3
6941	NR1C3	PPAR_gamma	4738	2.3
7147	NR1C3	PPAR_gamma	6309	2.3
7486	NR1C3	PPAR_gamma	7200	2.3
7616	NR1C3	PPAR_gamma	7330	2.3
7657	NR1C3	PPAR_gamma	8022	2.3
8154	NR1C3	PPAR_gamma	8519	2.3
8342	NR1C3	PPAR_gamma	9684	2.3
9015	NR2B1	RXR_alpha	6061	2.3
369	NR1H2	LXR_beta	7977	2.304
6704	NR1C3	PPAR_gamma	4501	2.32
9275	NR2B3	RXR_gamma	10055	2.347
4992	NR1C2	PPAR_delta	2659	2.36
2123	NR1C1	PPAR_alpha	7591	2.37
7700	NR1C3	PPAR_gamma	8065	2.37
6693	NR1C3	PPAR_gamma	4490	2.38
7233	NR1C3	PPAR_gamma	6395	2.393
375	NR1H2	LXR_beta	7983	2.395
9276	NR2B3	RXR_gamma	10056	2.397
1815	NR1C1	PPAR_alpha	5370	2.399
3358	NR1C1	PPAR_alpha	11209	2.399
103	NR1H2	LXR_beta	5434	2.4
963	NR1C1	PPAR_alpha	3639	2.4
2838	NR1C1	PPAR_alpha	9430	2.4
2843	NR1C1	PPAR_alpha	9435	2.4
2854	NR1C1	PPAR_alpha	9446	2.4
2889	NR1C1	PPAR_alpha	9481	2.4
3566	NR1H4	FXR	5761	2.4
4146	NR1H3	LXR_alpha	10490	2.4
4359	NR1C2	PPAR_delta	1681	2.4
4496	NR1C2	PPAR_delta	2163	2.4
4836	NR1C2	PPAR_delta	2503	2.4
4837	NR1C2	PPAR_delta	2504	2.4
4838	NR1C2	PPAR_delta	2505	2.4
4844	NR1C2	PPAR_delta	2511	2.4
5477	NR1C2	PPAR_delta	6881	2.4
5800	NR1C3	PPAR_gamma	1974	2.4
5825	NR1C3	PPAR_gamma	1999	2.4
5830	NR1C3	PPAR_gamma	2004	2.4
6832	NR1C3	PPAR_gamma	4629	2.4
6864	NR1C3	PPAR_gamma	4661	2.4
8153	NR1C3	PPAR_gamma	8518	2.4
8219	NR1C3	PPAR_gamma	9561	2.4
8936	NR2B1	RXR_alpha	5982	2.4
9449	NR2B2	RXR_beta	4061	2.4
1198	NR1C1	PPAR_alpha	3874	2.404
4705	NR1C2	PPAR_delta	2372	2.45
1208	NR1C1	PPAR_alpha	3884	2.459
2372	NR1C1	PPAR_alpha	8964	2.464
3409	NR1C1	PPAR_alpha	11260	2.464
1004	NR1C1	PPAR_alpha	3680	2.475
6750	NR1C3	PPAR_gamma	4547	2.48
2630	NR1C1	PPAR_alpha	9222	2.49
7098	NR1C3	PPAR_gamma	6260	2.49
864	NR1C1	PPAR_alpha	3540	2.5
1284	NR1C1	PPAR_alpha	3960	2.5
1597	NR1C1	PPAR_alpha	5152	2.5
1600	NR1C1	PPAR_alpha	5155	2.5
2296	NR1C1	PPAR_alpha	7764	2.5
2304	NR1C1	PPAR_alpha	7772	2.5
2671	NR1C1	PPAR_alpha	9263	2.5
3143	NR1C1	PPAR_alpha	10994	2.5
3146	NR1C1	PPAR_alpha	10997	2.5
3502	NR1H4	FXR	5697	2.5
3584	NR1H4	FXR	5779	2.5
4841	NR1C2	PPAR_delta	2508	2.5
4846	NR1C2	PPAR_delta	2513	2.5
4849	NR1C2	PPAR_delta	2516	2.5
5538	NR1C2	PPAR_delta	6942	2.5
5801	NR1C3	PPAR_gamma	1975	2.5
5833	NR1C3	PPAR_gamma	2007	2.5
5989	NR1C3	PPAR_gamma	2717	2.5
6110	NR1C3	PPAR_gamma	2838	2.5
6352	NR1C3	PPAR_gamma	3080	2.5
6402	NR1C3	PPAR_gamma	3130	2.5
7068	NR1C3	PPAR_gamma	4865	2.5
7646	NR1C3	PPAR_gamma	8011	2.5
7762	NR1C3	PPAR_gamma	8127	2.5
8214	NR1C3	PPAR_gamma	9556	2.5
8869	NR2B1	RXR_alpha	3444	2.5
8870	NR2B1	RXR_alpha	3445	2.5
8874	NR2B1	RXR_alpha	3449	2.5
6294	NR1C3	PPAR_gamma	3022	2.507
1818	NR1C1	PPAR_alpha	5373	2.512
3361	NR1C1	PPAR_alpha	11212	2.512
1841	NR1C1	PPAR_alpha	5396	2.53
3383	NR1C1	PPAR_alpha	11234	2.53
9390	NR2B3	RXR_gamma	10170	2.531
594	NR1H2	LXR_beta	8751	2.54
8344	NR1C3	PPAR_gamma	9686	2.54
5047	NR1C2	PPAR_delta	6451	2.55
6746	NR1C3	PPAR_gamma	4543	2.55
2147	NR1C1	PPAR_alpha	7615	2.558
7122	NR1C3	PPAR_gamma	6284	2.56
4855	NR1C2	PPAR_delta	2522	2.59
2001	NR1C1	PPAR_alpha	7469	2.6
2875	NR1C1	PPAR_alpha	9467	2.6
4224	NR1H3	LXR_alpha	10568	2.6
4504	NR1C2	PPAR_delta	2171	2.6
4511	NR1C2	PPAR_delta	2178	2.6
6795	NR1C3	PPAR_gamma	4592	2.6
7281	NR1C3	PPAR_gamma	6995	2.6
7644	NR1C3	PPAR_gamma	8009	2.6
9219	NR2B3	RXR_gamma	4273	2.6
9237	NR2B3	RXR_gamma	4291	2.6
9314	NR2B3	RXR_gamma	10094	2.6
9467	NR2B2	RXR_beta	4079	2.6
4971	NR1C2	PPAR_delta	2638	2.61
5041	NR1C2	PPAR_delta	6445	2.61
4756	NR1C2	PPAR_delta	2423	2.62
5452	NR1C2	PPAR_delta	6856	2.62
7029	NR1C3	PPAR_gamma	4826	2.62
930	NR1C1	PPAR_alpha	3606	2.622
4698	NR1C2	PPAR_delta	2365	2.63
1220	NR1C1	PPAR_alpha	3896	2.654
665	NR1H2	LXR_beta	8822	2.7
1426	NR1C1	PPAR_alpha	4981	2.7
1466	NR1C1	PPAR_alpha	5021	2.7
2736	NR1C1	PPAR_alpha	9328	2.7
3034	NR1C1	PPAR_alpha	10885	2.7
3554	NR1H4	FXR	5749	2.7
4501	NR1C2	PPAR_delta	2168	2.7
5080	NR1C2	PPAR_delta	6484	2.7
5287	NR1C2	PPAR_delta	6691	2.7
5668	NR1C3	PPAR_gamma	1842	2.7
5986	NR1C3	PPAR_gamma	2714	2.7
6085	NR1C3	PPAR_gamma	2813	2.7
6952	NR1C3	PPAR_gamma	4749	2.7
7243	NR1C3	PPAR_gamma	6405	2.7
7935	NR1C3	PPAR_gamma	8300	2.7
8172	NR1C3	PPAR_gamma	9514	2.7
9315	NR2B3	RXR_gamma	10095	2.7
3865	NR1H3	LXR_alpha	10209	2.709
927	NR1C1	PPAR_alpha	3603	2.713
1832	NR1C1	PPAR_alpha	5387	2.718
3374	NR1C1	PPAR_alpha	11225	2.718
1892	NR1C1	PPAR_alpha	7360	2.727
6716	NR1C3	PPAR_gamma	4513	2.73
1905	NR1C1	PPAR_alpha	7373	2.735
4902	NR1C2	PPAR_delta	2569	2.747
3846	NR1H3	LXR_alpha	7934	2.75
1314	NR1C1	PPAR_alpha	3990	2.754
2680	NR1C1	PPAR_alpha	9272	2.76
1214	NR1C1	PPAR_alpha	3890	2.77
1810	NR1C1	PPAR_alpha	5365	2.77
3353	NR1C1	PPAR_alpha	11204	2.77
498	NR1H2	LXR_beta	8655	2.78
8846	NR2B1	RXR_alpha	3421	2.783
9023	NR2B1	RXR_alpha	6069	2.791
9100	NR2B1	RXR_alpha	6146	2.795
1117	NR1C1	PPAR_alpha	3793	2.8
771	NR1H2	LXR_beta	8928	2.8
1408	NR1C1	PPAR_alpha	4963	2.8
1463	NR1C1	PPAR_alpha	5018	2.8
2306	NR1C1	PPAR_alpha	7774	2.8
2652	NR1C1	PPAR_alpha	9244	2.8
2670	NR1C1	PPAR_alpha	9262	2.8
2997	NR1C1	PPAR_alpha	10848	2.8
3032	NR1C1	PPAR_alpha	10883	2.8
4498	NR1C2	PPAR_delta	2165	2.8
5692	NR1C3	PPAR_gamma	1866	2.8
5835	NR1C3	PPAR_gamma	2009	2.8
5839	NR1C3	PPAR_gamma	2013	2.8
6119	NR1C3	PPAR_gamma	2847	2.8
6403	NR1C3	PPAR_gamma	3131	2.8
6405	NR1C3	PPAR_gamma	3133	2.8
7860	NR1C3	PPAR_gamma	8225	2.8
7869	NR1C3	PPAR_gamma	8234	2.8
9013	NR2B1	RXR_alpha	6059	2.8
2620	NR1C1	PPAR_alpha	9212	2.81
5010	NR1C2	PPAR_delta	2677	2.81
5046	NR1C2	PPAR_delta	6450	2.81
6355	NR1C3	PPAR_gamma	3083	2.81
6870	NR1C3	PPAR_gamma	4667	2.81
1086	NR1C1	PPAR_alpha	3762	2.813
7349	NR1C3	PPAR_gamma	7063	2.82
1221	NR1C1	PPAR_alpha	3897	2.824
1478	NR1C1	PPAR_alpha	5033	2.83
3043	NR1C1	PPAR_alpha	10894	2.83
9240	NR2B3	RXR_gamma	4294	2.836
5133	NR1C2	PPAR_delta	6537	2.87
1315	NR1C1	PPAR_alpha	3991	2.87
3532	NR1H4	FXR	5727	2.87
5272	NR1C2	PPAR_delta	6676	2.87
7228	NR1C3	PPAR_gamma	6390	2.88
1219	NR1C1	PPAR_alpha	3895	2.888
464	NR1H2	LXR_beta	8621	2.89
9197	NR2B3	RXR_gamma	4251	2.894
4660	NR1C2	PPAR_delta	2327	2.9
905	NR1C1	PPAR_alpha	3581	2.9
1406	NR1C1	PPAR_alpha	4961	2.9
4279	NR1C2	PPAR_delta	1601	2.9
4502	NR1C2	PPAR_delta	2169	2.9
5338	NR1C2	PPAR_delta	6742	2.9
6297	NR1C3	PPAR_gamma	3025	2.9
6959	NR1C3	PPAR_gamma	4756	2.9
8752	NR2B1	RXR_alpha	3327	2.9
8868	NR2B1	RXR_alpha	3443	2.9
7763	NR1C3	PPAR_gamma	8128	2.901
2728	NR1C1	PPAR_alpha	9320	2.91
7687	NR1C3	PPAR_gamma	8052	2.926
1113	NR1C1	PPAR_alpha	3789	2.929
5433	NR1C2	PPAR_delta	6837	2.93
6720	NR1C3	PPAR_gamma	4517	2.94
2737	NR1C1	PPAR_alpha	9329	2.95
8916	NR2B1	RXR_alpha	5962	2.955
5042	NR1C2	PPAR_delta	6446	2.97
2721	NR1C1	PPAR_alpha	9313	2.99
1883	NR1C1	PPAR_alpha	7351	2.997
3029	NR1C1	PPAR_alpha	10880	3
4657	NR1C2	PPAR_delta	2324	3
4658	NR1C2	PPAR_delta	2325	3
4659	NR1C2	PPAR_delta	2326	3
4760	NR1C2	PPAR_delta	2427	3
6487	NR1C3	PPAR_gamma	3215	3
141	NR1H2	LXR_beta	5472	3
144	NR1H2	LXR_beta	5475	3
146	NR1H2	LXR_beta	5477	3
445	NR1H2	LXR_beta	8602	3
840	NR1C1	PPAR_alpha	3516	3
849	NR1C1	PPAR_alpha	3525	3
1256	NR1C1	PPAR_alpha	3932	3
1263	NR1C1	PPAR_alpha	3939	3
1283	NR1C1	PPAR_alpha	3959	3
1304	NR1C1	PPAR_alpha	3980	3
1309	NR1C1	PPAR_alpha	3985	3
1311	NR1C1	PPAR_alpha	3987	3
1434	NR1C1	PPAR_alpha	4989	3
1459	NR1C1	PPAR_alpha	5014	3
1916	NR1C1	PPAR_alpha	7384	3
2188	NR1C1	PPAR_alpha	7656	3
2192	NR1C1	PPAR_alpha	7660	3
2196	NR1C1	PPAR_alpha	7664	3
2222	NR1C1	PPAR_alpha	7690	3
2285	NR1C1	PPAR_alpha	7753	3
2292	NR1C1	PPAR_alpha	7760	3
2294	NR1C1	PPAR_alpha	7762	3
2308	NR1C1	PPAR_alpha	7776	3
2324	NR1C1	PPAR_alpha	7792	3
2400	NR1C1	PPAR_alpha	8992	3
2569	NR1C1	PPAR_alpha	9161	3
2575	NR1C1	PPAR_alpha	9167	3
3436	NR1C1	PPAR_alpha	11287	3
3712	NR1H4	FXR	5907	3
3713	NR1H4	FXR	5908	3
3749	NR1H4	FXR	5944	3
3753	NR1H4	FXR	5948	3
3788	NR1H4	FXR	10046	3
3878	NR1H3	LXR_alpha	10222	3
4232	NR1H3	LXR_alpha	10576	3
4356	NR1C2	PPAR_delta	1678	3
4488	NR1C2	PPAR_delta	2155	3
4493	NR1C2	PPAR_delta	2160	3
4499	NR1C2	PPAR_delta	2166	3
4633	NR1C2	PPAR_delta	2300	3
4634	NR1C2	PPAR_delta	2301	3
4635	NR1C2	PPAR_delta	2302	3
4636	NR1C2	PPAR_delta	2303	3
4637	NR1C2	PPAR_delta	2304	3
4638	NR1C2	PPAR_delta	2305	3
4639	NR1C2	PPAR_delta	2306	3
4640	NR1C2	PPAR_delta	2307	3
4641	NR1C2	PPAR_delta	2308	3
4642	NR1C2	PPAR_delta	2309	3
4643	NR1C2	PPAR_delta	2310	3
4644	NR1C2	PPAR_delta	2311	3
4959	NR1C2	PPAR_delta	2626	3
5021	NR1C2	PPAR_delta	2688	3
5056	NR1C2	PPAR_delta	6460	3
5103	NR1C2	PPAR_delta	6507	3
