	NR	NRName	CID	EC50
1984	NR1C1	PPAR_alpha	7452	0.01
2091	NR1C1	PPAR_alpha	7559	0.01
2175	NR1C1	PPAR_alpha	7643	0.01
2228	NR1C1	PPAR_alpha	7696	0.01
2278	NR1C1	PPAR_alpha	7746	0.01
2404	NR1C1	PPAR_alpha	8996	0.01
2579	NR1C1	PPAR_alpha	9171	0.01
2852	NR1C1	PPAR_alpha	9444	0.01
3102	NR1C1	PPAR_alpha	10953	0.01
4065	NR1H3	LXR_alpha	10409	0.01
4523	NR1C2	PPAR_delta	2190	0.01
4525	NR1C2	PPAR_delta	2192	0.01
4624	NR1C2	PPAR_delta	2291	0.01
4854	NR1C2	PPAR_delta	2521	0.01
4928	NR1C2	PPAR_delta	2595	0.01
5364	NR1C2	PPAR_delta	6768	0.01
5388	NR1C2	PPAR_delta	6792	0.01
5394	NR1C2	PPAR_delta	6798	0.01
5421	NR1C2	PPAR_delta	6825	0.01
5422	NR1C2	PPAR_delta	6826	0.01
5545	NR1C2	PPAR_delta	6949	0.01
5571	NR1C2	PPAR_delta	6975	0.01
5663	NR1C3	PPAR_gamma	1837	0.01
6009	NR1C3	PPAR_gamma	2737	0.01
6590	NR1C3	PPAR_gamma	4387	0.01
6713	NR1C3	PPAR_gamma	4510	0.01
7056	NR1C3	PPAR_gamma	4853	0.01
7311	NR1C3	PPAR_gamma	7025	0.01
7442	NR1C3	PPAR_gamma	7156	0.01
7678	NR1C3	PPAR_gamma	8043	0.01
7721	NR1C3	PPAR_gamma	8086	0.01
7729	NR1C3	PPAR_gamma	8094	0.01
7827	NR1C3	PPAR_gamma	8192	0.01
7929	NR1C3	PPAR_gamma	8294	0.01
8265	NR1C3	PPAR_gamma	9607	0.01
9186	NR2B1	RXR_alpha	6232	0.01
9388	NR2B3	RXR_gamma	10168	0.01
9425	NR2B2	RXR_beta	4037	0.01
9592	NR2B2	RXR_beta	4204	0.01
3460	NR1C1	PPAR_alpha	11311	0.011
563	NR1H2	LXR_beta	8720	0.011
2173	NR1C1	PPAR_alpha	7641	0.011
2186	NR1C1	PPAR_alpha	7654	0.011
2424	NR1C1	PPAR_alpha	9016	0.011
2635	NR1C1	PPAR_alpha	9227	0.011
2700	NR1C1	PPAR_alpha	9292	0.011
2740	NR1C1	PPAR_alpha	9332	0.011
2789	NR1C1	PPAR_alpha	9381	0.011
2803	NR1C1	PPAR_alpha	9395	0.011
4301	NR1C2	PPAR_delta	1623	0.011
4414	NR1C2	PPAR_delta	1736	0.011
4940	NR1C2	PPAR_delta	2607	0.011
5101	NR1C2	PPAR_delta	6505	0.011
5526	NR1C2	PPAR_delta	6930	0.011
6559	NR1C3	PPAR_gamma	4356	0.011
6577	NR1C3	PPAR_gamma	4374	0.011
7323	NR1C3	PPAR_gamma	7037	0.011
7727	NR1C3	PPAR_gamma	8092	0.011
7786	NR1C3	PPAR_gamma	8151	0.011
7886	NR1C3	PPAR_gamma	8251	0.011
8253	NR1C3	PPAR_gamma	9595	0.011
8836	NR2B1	RXR_alpha	3411	0.011
8843	NR2B1	RXR_alpha	3418	0.011
9020	NR2B1	RXR_alpha	6066	0.011
9205	NR2B3	RXR_gamma	4259	0.011
9382	NR2B3	RXR_gamma	10162	0.011
9607	NR2B2	RXR_beta	4219	0.011
3420	NR1C1	PPAR_alpha	11271	0.012
4615	NR1C2	PPAR_delta	2282	0.012
156	NR1H2	LXR_beta	5487	0.012
491	NR1H2	LXR_beta	8648	0.012
911	NR1C1	PPAR_alpha	3587	0.012
1790	NR1C1	PPAR_alpha	5345	0.012
1791	NR1C1	PPAR_alpha	5346	0.012
2082	NR1C1	PPAR_alpha	7550	0.012
2205	NR1C1	PPAR_alpha	7673	0.012
2383	NR1C1	PPAR_alpha	8975	0.012
3333	NR1C1	PPAR_alpha	11184	0.012
3334	NR1C1	PPAR_alpha	11185	0.012
3545	NR1H4	FXR	5740	0.012
4741	NR1C2	PPAR_delta	2408	0.012
4935	NR1C2	PPAR_delta	2602	0.012
6350	NR1C3	PPAR_gamma	3078	0.012
6371	NR1C3	PPAR_gamma	3099	0.012
6417	NR1C3	PPAR_gamma	3145	0.012
7329	NR1C3	PPAR_gamma	7043	0.012
7711	NR1C3	PPAR_gamma	8076	0.012
8003	NR1C3	PPAR_gamma	8368	0.012
8289	NR1C3	PPAR_gamma	9631	0.012
8924	NR2B1	RXR_alpha	5970	0.012
9358	NR2B3	RXR_gamma	10138	0.012
9375	NR2B3	RXR_gamma	10155	0.012
9429	NR2B2	RXR_beta	4041	0.012
3481	NR1C1	PPAR_alpha	11332	0.013
4977	NR1C2	PPAR_delta	2644	0.013
5240	NR1C2	PPAR_delta	6644	0.013
5246	NR1C2	PPAR_delta	6650	0.013
874	NR1C1	PPAR_alpha	3550	0.013
1667	NR1C1	PPAR_alpha	5222	0.013
1740	NR1C1	PPAR_alpha	5295	0.013
1975	NR1C1	PPAR_alpha	7443	0.013
1980	NR1C1	PPAR_alpha	7448	0.013
2449	NR1C1	PPAR_alpha	9041	0.013
2698	NR1C1	PPAR_alpha	9290	0.013
3212	NR1C1	PPAR_alpha	11063	0.013
3284	NR1C1	PPAR_alpha	11135	0.013
4076	NR1H3	LXR_alpha	10420	0.013
4604	NR1C2	PPAR_delta	2271	0.013
5185	NR1C2	PPAR_delta	6589	0.013
5447	NR1C2	PPAR_delta	6851	0.013
5557	NR1C2	PPAR_delta	6961	0.013
6335	NR1C3	PPAR_gamma	3063	0.013
6363	NR1C3	PPAR_gamma	3091	0.013
6471	NR1C3	PPAR_gamma	3199	0.013
6557	NR1C3	PPAR_gamma	4354	0.013
6572	NR1C3	PPAR_gamma	4369	0.013
6594	NR1C3	PPAR_gamma	4391	0.013
7320	NR1C3	PPAR_gamma	7034	0.013
7322	NR1C3	PPAR_gamma	7036	0.013
7694	NR1C3	PPAR_gamma	8059	0.013
7750	NR1C3	PPAR_gamma	8115	0.013
7795	NR1C3	PPAR_gamma	8160	0.013
8111	NR1C3	PPAR_gamma	8476	0.013
8745	NR2B1	RXR_alpha	3320	0.013
9609	NR2B2	RXR_beta	4221	0.013
3434	NR1C1	PPAR_alpha	11285	0.014
2398	NR1C1	PPAR_alpha	8990	0.014
5354	NR1C2	PPAR_delta	6758	0.014
5440	NR1C2	PPAR_delta	6844	0.014
6336	NR1C3	PPAR_gamma	3064	0.014
6378	NR1C3	PPAR_gamma	3106	0.014
6414	NR1C3	PPAR_gamma	3142	0.014
6566	NR1C3	PPAR_gamma	4363	0.014
7318	NR1C3	PPAR_gamma	7032	0.014
8063	NR1C3	PPAR_gamma	8428	0.014
9306	NR2B3	RXR_gamma	10086	0.014
9424	NR2B2	RXR_beta	4036	0.014
485	NR1H2	LXR_beta	8642	0.015
490	NR1H2	LXR_beta	8647	0.015
557	NR1H2	LXR_beta	8714	0.015
561	NR1H2	LXR_beta	8718	0.015
920	NR1C1	PPAR_alpha	3596	0.015
2179	NR1C1	PPAR_alpha	7647	0.015
4873	NR1C2	PPAR_delta	2540	0.015
4919	NR1C2	PPAR_delta	2586	0.015
4996	NR1C2	PPAR_delta	2663	0.015
5031	NR1C2	PPAR_delta	2698	0.015
5060	NR1C2	PPAR_delta	6464	0.015
5957	NR1C3	PPAR_gamma	2131	0.015
6147	NR1C3	PPAR_gamma	2875	0.015
6234	NR1C3	PPAR_gamma	2962	0.015
6612	NR1C3	PPAR_gamma	4409	0.015
7000	NR1C3	PPAR_gamma	4797	0.015
7371	NR1C3	PPAR_gamma	7085	0.015
7567	NR1C3	PPAR_gamma	7281	0.015
7747	NR1C3	PPAR_gamma	8112	0.015
7830	NR1C3	PPAR_gamma	8195	0.015
7831	NR1C3	PPAR_gamma	8196	0.015
8235	NR1C3	PPAR_gamma	9577	0.015
8784	NR2B1	RXR_alpha	3359	0.015
8810	NR2B1	RXR_alpha	3385	0.015
9321	NR2B3	RXR_gamma	10101	0.015
3354	NR1C1	PPAR_alpha	11205	0.016
7552	NR1C3	PPAR_gamma	7266	0.016
5259	NR1C2	PPAR_delta	6663	0.016
609	NR1H2	LXR_beta	8766	0.016
1811	NR1C1	PPAR_alpha	5366	0.016
2703	NR1C1	PPAR_alpha	9295	0.016
2831	NR1C1	PPAR_alpha	9423	0.016
3547	NR1H4	FXR	5742	0.016
4609	NR1C2	PPAR_delta	2276	0.016
4871	NR1C2	PPAR_delta	2538	0.016
4938	NR1C2	PPAR_delta	2605	0.016
5558	NR1C2	PPAR_delta	6962	0.016
6013	NR1C3	PPAR_gamma	2741	0.016
6434	NR1C3	PPAR_gamma	3162	0.016
7050	NR1C3	PPAR_gamma	4847	0.016
7669	NR1C3	PPAR_gamma	8034	0.016
7732	NR1C3	PPAR_gamma	8097	0.016
8011	NR1C3	PPAR_gamma	8376	0.016
8058	NR1C3	PPAR_gamma	8423	0.016
8193	NR1C3	PPAR_gamma	9535	0.016
8275	NR1C3	PPAR_gamma	9617	0.016
8838	NR2B1	RXR_alpha	3413	0.016
9413	NR2B3	RXR_gamma	10193	0.0163
3233	NR1C1	PPAR_alpha	11084	0.017
1390	NR1C1	PPAR_alpha	4945	0.017
1689	NR1C1	PPAR_alpha	5244	0.017
2081	NR1C1	PPAR_alpha	7549	0.017
2984	NR1C1	PPAR_alpha	10835	0.017
4401	NR1C2	PPAR_delta	1723	0.017
4950	NR1C2	PPAR_delta	2617	0.017
5027	NR1C2	PPAR_delta	2694	0.017
5426	NR1C2	PPAR_delta	6830	0.017
6272	NR1C3	PPAR_gamma	3000	0.017
7313	NR1C3	PPAR_gamma	7027	0.017
7784	NR1C3	PPAR_gamma	8149	0.017
9226	NR2B3	RXR_gamma	4280	0.017
9598	NR2B2	RXR_beta	4210	0.017
3473	NR1C1	PPAR_alpha	11324	0.018
1	NR1I2	PXR	4871	0.018
65	NR1I2	PXR	10780	0.018
978	NR1C1	PPAR_alpha	3654	0.018
2437	NR1C1	PPAR_alpha	9029	0.018
2573	NR1C1	PPAR_alpha	9165	0.018
5328	NR1C2	PPAR_delta	6732	0.018
5382	NR1C2	PPAR_delta	6786	0.018
5393	NR1C2	PPAR_delta	6797	0.018
5397	NR1C2	PPAR_delta	6801	0.018
6591	NR1C3	PPAR_gamma	4388	0.018
7667	NR1C3	PPAR_gamma	8032	0.018
7738	NR1C3	PPAR_gamma	8103	0.018
9433	NR2B2	RXR_beta	4045	0.018
9606	NR2B2	RXR_beta	4218	0.018
9409	NR2B3	RXR_gamma	10189	0.0183
986	NR1C1	PPAR_alpha	3662	0.019
4584	NR1C2	PPAR_delta	2251	0.019
5022	NR1C2	PPAR_delta	2689	0.019
6415	NR1C3	PPAR_gamma	3143	0.019
6421	NR1C3	PPAR_gamma	3149	0.019
7227	NR1C3	PPAR_gamma	6389	0.019
8020	NR1C3	PPAR_gamma	8385	0.019
8077	NR1C3	PPAR_gamma	8442	0.019
9107	NR2B1	RXR_alpha	6153	0.019
9337	NR2B3	RXR_gamma	10117	0.019
9356	NR2B3	RXR_gamma	10136	0.019
9537	NR2B2	RXR_beta	4149	0.019
9538	NR2B2	RXR_beta	4150	0.019
9179	NR2B1	RXR_alpha	6225	0.0192
3259	NR1C1	PPAR_alpha	11110	0.02
5239	NR1C2	PPAR_delta	6643	0.02
4121	NR1H3	LXR_alpha	10465	0.02
1066	NR1C1	PPAR_alpha	3742	0.02
8741	NR2B1	RXR_alpha	3316	0.02
8736	NR2B1	RXR_alpha	3311	0.02
107	NR1H2	LXR_beta	5438	0.02
612	NR1H2	LXR_beta	8769	0.02
998	NR1C1	PPAR_alpha	3674	0.02
1009	NR1C1	PPAR_alpha	3685	0.02
1231	NR1C1	PPAR_alpha	3907	0.02
1236	NR1C1	PPAR_alpha	3912	0.02
1237	NR1C1	PPAR_alpha	3913	0.02
1238	NR1C1	PPAR_alpha	3914	0.02
1340	NR1C1	PPAR_alpha	4016	0.02
1399	NR1C1	PPAR_alpha	4954	0.02
1424	NR1C1	PPAR_alpha	4979	0.02
1440	NR1C1	PPAR_alpha	4995	0.02
1475	NR1C1	PPAR_alpha	5030	0.02
1715	NR1C1	PPAR_alpha	5270	0.02
1988	NR1C1	PPAR_alpha	7456	0.02
2080	NR1C1	PPAR_alpha	7548	0.02
2256	NR1C1	PPAR_alpha	7724	0.02
2696	NR1C1	PPAR_alpha	9288	0.02
2851	NR1C1	PPAR_alpha	9443	0.02
2896	NR1C1	PPAR_alpha	9488	0.02
2991	NR1C1	PPAR_alpha	10842	0.02
3041	NR1C1	PPAR_alpha	10892	0.02
4010	NR1H3	LXR_alpha	10354	0.02
4613	NR1C2	PPAR_delta	2280	0.02
4628	NR1C2	PPAR_delta	2295	0.02
5173	NR1C2	PPAR_delta	6577	0.02
5182	NR1C2	PPAR_delta	6586	0.02
5213	NR1C2	PPAR_delta	6617	0.02
5374	NR1C2	PPAR_delta	6778	0.02
5406	NR1C2	PPAR_delta	6810	0.02
5419	NR1C2	PPAR_delta	6823	0.02
5572	NR1C2	PPAR_delta	6976	0.02
6232	NR1C3	PPAR_gamma	2960	0.02
6608	NR1C3	PPAR_gamma	4405	0.02
6674	NR1C3	PPAR_gamma	4471	0.02
7324	NR1C3	PPAR_gamma	7038	0.02
7627	NR1C3	PPAR_gamma	7992	0.02
7777	NR1C3	PPAR_gamma	8142	0.02
7819	NR1C3	PPAR_gamma	8184	0.02
7836	NR1C3	PPAR_gamma	8201	0.02
8124	NR1C3	PPAR_gamma	8489	0.02
8178	NR1C3	PPAR_gamma	9520	0.02
8179	NR1C3	PPAR_gamma	9521	0.02
8183	NR1C3	PPAR_gamma	9525	0.02
8231	NR1C3	PPAR_gamma	9573	0.02
8363	NR1C3	PPAR_gamma	9705	0.02
8793	NR2B1	RXR_alpha	3368	0.02
9043	NR2B1	RXR_alpha	6089	0.02
9310	NR2B3	RXR_gamma	10090	0.02
3403	NR1C1	PPAR_alpha	11254	0.021
3255	NR1C1	PPAR_alpha	11106	0.021
64	NR1I2	PXR	10779	0.021
973	NR1C1	PPAR_alpha	3649	0.021
1711	NR1C1	PPAR_alpha	5266	0.021
1861	NR1C1	PPAR_alpha	5416	0.021
2820	NR1C1	PPAR_alpha	9412	0.021
4300	NR1C2	PPAR_delta	1622	0.021
6406	NR1C3	PPAR_gamma	3134	0.021
6427	NR1C3	PPAR_gamma	3155	0.021
6576	NR1C3	PPAR_gamma	4373	0.021
7312	NR1C3	PPAR_gamma	7026	0.021
7712	NR1C3	PPAR_gamma	8077	0.021
7718	NR1C3	PPAR_gamma	8083	0.021
7735	NR1C3	PPAR_gamma	8100	0.021
8066	NR1C3	PPAR_gamma	8431	0.021
8837	NR2B1	RXR_alpha	3412	0.021
8884	NR2B1	RXR_alpha	3459	0.021
9557	NR2B2	RXR_beta	4169	0.021
9611	NR2B2	RXR_beta	4223	0.021
8725	NR2B1	RXR_alpha	3300	0.0211
3378	NR1C1	PPAR_alpha	11229	0.022
4915	NR1C2	PPAR_delta	2582	0.022
5131	NR1C2	PPAR_delta	6535	0.022
6055	NR1C3	PPAR_gamma	2783	0.022
1547	NR1C1	PPAR_alpha	5102	0.022
1622	NR1C1	PPAR_alpha	5177	0.022
1803	NR1C1	PPAR_alpha	5358	0.022
1836	NR1C1	PPAR_alpha	5391	0.022
3095	NR1C1	PPAR_alpha	10946	0.022
3167	NR1C1	PPAR_alpha	11018	0.022
3346	NR1C1	PPAR_alpha	11197	0.022
6142	NR1C3	PPAR_gamma	2870	0.022
6275	NR1C3	PPAR_gamma	3003	0.022
6372	NR1C3	PPAR_gamma	3100	0.022
8039	NR1C3	PPAR_gamma	8404	0.022
8278	NR1C3	PPAR_gamma	9620	0.022
8291	NR1C3	PPAR_gamma	9633	0.022
8767	NR2B1	RXR_alpha	3342	0.022
9456	NR2B2	RXR_beta	4068	0.022
9539	NR2B2	RXR_beta	4151	0.022
9612	NR2B2	RXR_beta	4224	0.022
7520	NR1C3	PPAR_gamma	7234	0.023
492	NR1H2	LXR_beta	8649	0.023
975	NR1C1	PPAR_alpha	3651	0.023
1649	NR1C1	PPAR_alpha	5204	0.023
2184	NR1C1	PPAR_alpha	7652	0.023
3194	NR1C1	PPAR_alpha	11045	0.023
3514	NR1H4	FXR	5709	0.023
4933	NR1C2	PPAR_delta	2600	0.023
5470	NR1C2	PPAR_delta	6874	0.023
6242	NR1C3	PPAR_gamma	2970	0.023
7670	NR1C3	PPAR_gamma	8035	0.023
7691	NR1C3	PPAR_gamma	8056	0.023
7730	NR1C3	PPAR_gamma	8095	0.023
9309	NR2B3	RXR_gamma	10089	0.023
7557	NR1C3	PPAR_gamma	7271	0.024
7546	NR1C3	PPAR_gamma	7260	0.024
7549	NR1C3	PPAR_gamma	7263	0.024
7544	NR1C3	PPAR_gamma	7258	0.024
2567	NR1C1	PPAR_alpha	9159	0.024
4917	NR1C2	PPAR_delta	2584	0.024
4943	NR1C2	PPAR_delta	2610	0.024
5018	NR1C2	PPAR_delta	2685	0.024
5025	NR1C2	PPAR_delta	2692	0.024
6140	NR1C3	PPAR_gamma	2868	0.024
8842	NR2B1	RXR_alpha	3417	0.024
9308	NR2B3	RXR_gamma	10088	0.024
9387	NR2B3	RXR_gamma	10167	0.024
9509	NR2B2	RXR_beta	4121	0.024
9415	NR2B3	RXR_gamma	10195	0.0243
6063	NR1C3	PPAR_gamma	2791	0.025
7554	NR1C3	PPAR_gamma	7268	0.025
565	NR1H2	LXR_beta	8722	0.025
997	NR1C1	PPAR_alpha	3673	0.025
1132	NR1C1	PPAR_alpha	3808	0.025
2824	NR1C1	PPAR_alpha	9416	0.025
4893	NR1C2	PPAR_delta	2560	0.025
4926	NR1C2	PPAR_delta	2593	0.025
4932	NR1C2	PPAR_delta	2599	0.025
5028	NR1C2	PPAR_delta	2695	0.025
5189	NR1C2	PPAR_delta	6593	0.025
5215	NR1C2	PPAR_delta	6619	0.025
5532	NR1C2	PPAR_delta	6936	0.025
5551	NR1C2	PPAR_delta	6955	0.025
6233	NR1C3	PPAR_gamma	2961	0.025
6426	NR1C3	PPAR_gamma	3154	0.025
6620	NR1C3	PPAR_gamma	4417	0.025
9191	NR2B3	RXR_gamma	4245	0.025
9421	NR2B2	RXR_beta	4033	0.025
9435	NR2B2	RXR_beta	4047	0.025
7556	NR1C3	PPAR_gamma	7270	0.026
482	NR1H2	LXR_beta	8639	0.026
566	NR1H2	LXR_beta	8723	0.026
971	NR1C1	PPAR_alpha	3647	0.026
1683	NR1C1	PPAR_alpha	5238	0.026
1743	NR1C1	PPAR_alpha	5298	0.026
3227	NR1C1	PPAR_alpha	11078	0.026
3287	NR1C1	PPAR_alpha	11138	0.026
5442	NR1C2	PPAR_delta	6846	0.026
6354	NR1C3	PPAR_gamma	3082	0.026
6428	NR1C3	PPAR_gamma	3156	0.026
6735	NR1C3	PPAR_gamma	4532	0.026
8260	NR1C3	PPAR_gamma	9602	0.026
8943	NR2B1	RXR_alpha	5989	0.026
9196	NR2B3	RXR_gamma	4250	0.026
8727	NR2B1	RXR_alpha	3302	0.0264
2688	NR1C1	PPAR_alpha	9280	0.027
2701	NR1C1	PPAR_alpha	9293	0.027
2706	NR1C1	PPAR_alpha	9298	0.027
6130	NR1C3	PPAR_gamma	2858	0.027
6567	NR1C3	PPAR_gamma	4364	0.027
7252	NR1C3	PPAR_gamma	6414	0.027
8273	NR1C3	PPAR_gamma	9615	0.027
8795	NR2B1	RXR_alpha	3370	0.027
8915	NR2B1	RXR_alpha	5961	0.027
9581	NR2B2	RXR_beta	4193	0.027
9594	NR2B2	RXR_beta	4206	0.027
9168	NR2B1	RXR_alpha	6214	0.0279
3241	NR1C1	PPAR_alpha	11092	0.028
7562	NR1C3	PPAR_gamma	7276	0.028
7553	NR1C3	PPAR_gamma	7267	0.028
1260	NR1C1	PPAR_alpha	3936	0.028
1274	NR1C1	PPAR_alpha	3950	0.028
1697	NR1C1	PPAR_alpha	5252	0.028
4934	NR1C2	PPAR_delta	2601	0.028
5212	NR1C2	PPAR_delta	6616	0.028
6165	NR1C3	PPAR_gamma	2893	0.028
6321	NR1C3	PPAR_gamma	3049	0.028
6379	NR1C3	PPAR_gamma	3107	0.028
6601	NR1C3	PPAR_gamma	4398	0.028
6738	NR1C3	PPAR_gamma	4535	0.028
7683	NR1C3	PPAR_gamma	8048	0.028
8126	NR1C3	PPAR_gamma	8491	0.028
8281	NR1C3	PPAR_gamma	9623	0.028
9200	NR2B3	RXR_gamma	4254	0.028
9582	NR2B2	RXR_beta	4194	0.028
371	NR1H2	LXR_beta	7979	0.029
921	NR1C1	PPAR_alpha	3597	0.029
7253	NR1C3	PPAR_gamma	6415	0.029
8200	NR1C3	PPAR_gamma	9542	0.029
8375	NR1C3	PPAR_gamma	9717	0.029
9103	NR2B1	RXR_alpha	6149	0.029
3024	NR1C1	PPAR_alpha	10875	0.03
3379	NR1C1	PPAR_alpha	11230	0.03
5134	NR1C2	PPAR_delta	6538	0.03
96	NR1H2	LXR_beta	5427	0.03
231	NR1H2	LXR_beta	5562	0.03
288	NR1H2	LXR_beta	5619	0.03
832	NR1C1	PPAR_alpha	3508	0.03
1076	NR1C1	PPAR_alpha	3752	0.03
1300	NR1C1	PPAR_alpha	3976	0.03
1305	NR1C1	PPAR_alpha	3981	0.03
1363	NR1C1	PPAR_alpha	4918	0.03
1364	NR1C1	PPAR_alpha	4919	0.03
1368	NR1C1	PPAR_alpha	4923	0.03
1452	NR1C1	PPAR_alpha	5007	0.03
1837	NR1C1	PPAR_alpha	5392	0.03
1850	NR1C1	PPAR_alpha	5405	0.03
1952	NR1C1	PPAR_alpha	7420	0.03
1958	NR1C1	PPAR_alpha	7426	0.03
2027	NR1C1	PPAR_alpha	7495	0.03
2213	NR1C1	PPAR_alpha	7681	0.03
2251	NR1C1	PPAR_alpha	7719	0.03
2268	NR1C1	PPAR_alpha	7736	0.03
2271	NR1C1	PPAR_alpha	7739	0.03
2288	NR1C1	PPAR_alpha	7756	0.03
2311	NR1C1	PPAR_alpha	7779	0.03
2425	NR1C1	PPAR_alpha	9017	0.03
2431	NR1C1	PPAR_alpha	9023	0.03
2505	NR1C1	PPAR_alpha	9097	0.03
2619	NR1C1	PPAR_alpha	9211	0.03
2845	NR1C1	PPAR_alpha	9437	0.03
2936	NR1C1	PPAR_alpha	10762	0.03
2937	NR1C1	PPAR_alpha	10763	0.03
2941	NR1C1	PPAR_alpha	10767	0.03
2960	NR1C1	PPAR_alpha	10811	0.03
2961	NR1C1	PPAR_alpha	10812	0.03
2965	NR1C1	PPAR_alpha	10816	0.03
3392	NR1C1	PPAR_alpha	11243	0.03
3461	NR1C1	PPAR_alpha	11312	0.03
3467	NR1C1	PPAR_alpha	11318	0.03
4524	NR1C2	PPAR_delta	2191	0.03
4622	NR1C2	PPAR_delta	2289	0.03
4627	NR1C2	PPAR_delta	2294	0.03
4810	NR1C2	PPAR_delta	2477	0.03
4818	NR1C2	PPAR_delta	2485	0.03
4829	NR1C2	PPAR_delta	2496	0.03
4856	NR1C2	PPAR_delta	2523	0.03
4859	NR1C2	PPAR_delta	2526	0.03
5437	NR1C2	PPAR_delta	6841	0.03
5465	NR1C2	PPAR_delta	6869	0.03
5988	NR1C3	PPAR_gamma	2716	0.03
6155	NR1C3	PPAR_gamma	2883	0.03
6161	NR1C3	PPAR_gamma	2889	0.03
6162	NR1C3	PPAR_gamma	2890	0.03
6175	NR1C3	PPAR_gamma	2903	0.03
6229	NR1C3	PPAR_gamma	2957	0.03
6561	NR1C3	PPAR_gamma	4358	0.03
6584	NR1C3	PPAR_gamma	4381	0.03
6619	NR1C3	PPAR_gamma	4416	0.03
6621	NR1C3	PPAR_gamma	4418	0.03
7632	NR1C3	PPAR_gamma	7997	0.03
7817	NR1C3	PPAR_gamma	8182	0.03
7821	NR1C3	PPAR_gamma	8186	0.03
7841	NR1C3	PPAR_gamma	8206	0.03
7997	NR1C3	PPAR_gamma	8362	0.03
8185	NR1C3	PPAR_gamma	9527	0.03
8192	NR1C3	PPAR_gamma	9534	0.03
8748	NR2B1	RXR_alpha	3323	0.03
8728	NR2B1	RXR_alpha	3303	0.0301
571	NR1H2	LXR_beta	8728	0.031
1468	NR1C1	PPAR_alpha	5023	0.031
1801	NR1C1	PPAR_alpha	5356	0.031
3036	NR1C1	PPAR_alpha	10887	0.031
3344	NR1C1	PPAR_alpha	11195	0.031
5451	NR1C2	PPAR_delta	6855	0.031
6439	NR1C3	PPAR_gamma	3167	0.031
6569	NR1C3	PPAR_gamma	4366	0.031
6757	NR1C3	PPAR_gamma	4554	0.031
7317	NR1C3	PPAR_gamma	7031	0.031
8746	NR2B1	RXR_alpha	3321	0.031
7559	NR1C3	PPAR_gamma	7273	0.032
5251	NR1C2	PPAR_delta	6655	0.032
937	NR1C1	PPAR_alpha	3613	0.032
1735	NR1C1	PPAR_alpha	5290	0.032
1924	NR1C1	PPAR_alpha	7392	0.032
2088	NR1C1	PPAR_alpha	7556	0.032
3279	NR1C1	PPAR_alpha	11130	0.032
4014	NR1H3	LXR_alpha	10358	0.032
5423	NR1C2	PPAR_delta	6827	0.032
5586	NR1C2	PPAR_delta	6990	0.032
6869	NR1C3	PPAR_gamma	4666	0.032
7044	NR1C3	PPAR_gamma	4841	0.032
7728	NR1C3	PPAR_gamma	8093	0.032
8010	NR1C3	PPAR_gamma	8375	0.032
8239	NR1C3	PPAR_gamma	9581	0.032
8262	NR1C3	PPAR_gamma	9604	0.032
8823	NR2B1	RXR_alpha	3398	0.032
8919	NR2B1	RXR_alpha	5965	0.032
9426	NR2B2	RXR_beta	4038	0.032
880	NR1C1	PPAR_alpha	3556	0.033
5146	NR1C2	PPAR_delta	6550	0.033
7726	NR1C3	PPAR_gamma	8091	0.033
9484	NR2B2	RXR_beta	4096	0.033
4894	NR1C2	PPAR_delta	2561	0.034
1259	NR1C1	PPAR_alpha	3935	0.034
2675	NR1C1	PPAR_alpha	9267	0.034
2810	NR1C1	PPAR_alpha	9402	0.034
4927	NR1C2	PPAR_delta	2594	0.034
5429	NR1C2	PPAR_delta	6833	0.034
6459	NR1C3	PPAR_gamma	3187	0.034
6461	NR1C3	PPAR_gamma	3189	0.034
8013	NR1C3	PPAR_gamma	8378	0.034
8288	NR1C3	PPAR_gamma	9630	0.034
8749	NR2B1	RXR_alpha	3324	0.034
9208	NR2B3	RXR_gamma	4262	0.034
3402	NR1C1	PPAR_alpha	11253	0.035
310	NR1H2	LXR_beta	5641	0.035
851	NR1C1	PPAR_alpha	3527	0.035
1023	NR1C1	PPAR_alpha	3699	0.035
1860	NR1C1	PPAR_alpha	5415	0.035
2812	NR1C1	PPAR_alpha	9404	0.035
3544	NR1H4	FXR	5739	0.035
5279	NR1C2	PPAR_delta	6683	0.035
5435	NR1C2	PPAR_delta	6839	0.035
6143	NR1C3	PPAR_gamma	2871	0.035
6597	NR1C3	PPAR_gamma	4394	0.035
7225	NR1C3	PPAR_gamma	6387	0.035
8371	NR1C3	PPAR_gamma	9713	0.035
9336	NR2B3	RXR_gamma	10116	0.035
5132	NR1C2	PPAR_delta	6536	0.036
1734	NR1C1	PPAR_alpha	5289	0.036
3278	NR1C1	PPAR_alpha	11129	0.036
6126	NR1C3	PPAR_gamma	2854	0.036
6139	NR1C3	PPAR_gamma	2867	0.036
6509	NR1C3	PPAR_gamma	3237	0.036
6730	NR1C3	PPAR_gamma	4527	0.036
8816	NR2B1	RXR_alpha	3391	0.036
9146	NR2B1	RXR_alpha	6192	0.036
9255	NR2B3	RXR_gamma	4309	0.036
9307	NR2B3	RXR_gamma	10087	0.036
9177	NR2B1	RXR_alpha	6223	0.0365
3343	NR1C1	PPAR_alpha	11194	0.037
7560	NR1C3	PPAR_gamma	7274	0.037
976	NR1C1	PPAR_alpha	3652	0.037
1277	NR1C1	PPAR_alpha	3953	0.037
1800	NR1C1	PPAR_alpha	5355	0.037
